,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Knn Model 11 Multiclass,0.6194615816040382,0.5193322615742272,0.5478423922252154,0.5177335682841583,0.9785840073359723,0.9980439241453506,0.9267061092778206,0.7809084558534511,0.782384771143843,0.9925307312604671,0.5857860221674877,0.9999859383747425,0.8322496413582499,0.8248340164334691,0.7831516414376665,0.7394563525173999,0.984205066023223,0.8128467009584339,0.9748446522644122
