,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Lr Model 25 Multigroup,0.7135063478305206,0.6724677016989064,0.8139228604982164,0.6601153841745432,0.9584047164282496,0.9504217567950887,0.9314059817802955,0.995382633870107,0.8828839588229067,0.9014872387475913
