,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Dt Model 11 Multigroup,0.6972671187477694,0.6640999306566756,0.749784003051337,0.634100350253571,0.9245612025618888,0.8493366282970785,0.8495904905638344,0.9636382417270922,0.6837975036786362,0.73260938494285
