,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Xgb Model 11 Multiclass,0.6516851068169072,0.5578582763033,0.6032149320623258,0.5499793257492217,0.9941378836220172,0.9979228751007615,0.9718345237036816,0.8784982073072509,0.8939018053405214,0.9923270239312072,0.907586052955665,0.9999856753870111,0.9202648122349176,0.9258200266645942,0.8882635144067872,0.848730218069691,0.9899660733447909,0.9204586562855832,0.9822810750053265
