,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Knn Model 11 Multigroup,0.7105491255799725,0.6754072704448562,0.7632401534401622,0.6449820733680499,0.9779363306524491,0.9232149723874253,0.921893349774536,0.9636382417270922,0.8537356690182345,0.8532824462286687
