,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Xgb Model 11 Binary,0.9762402488145617,0.9543904534069969,0.9684564762220422,0.9415714859746169,0.9938018592233349,0.993801859223335
