,precision,recall,f1-score,support
0,0.9989905108015344,0.790920716112532,0.8828619859041842,6256.0
1,0.9618358474600998,0.9998483469821049,0.980473803964725,32970.0
accuracy,0.9665273033192271,0.9665273033192271,0.9665273033192271,0.9665273033192271
macro avg,0.980413179130817,0.8953845315473185,0.9316678949344546,39226.0
weighted avg,0.9677614981475013,0.9665273033192271,0.9649060801645226,39226.0
