,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Xgb Model 11 Binary,0.976112782338245,0.9540804162126553,0.968881073258123,0.9406538058313882,0.9936901969317221,0.9936901969317221
