,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Xgb Model 35 Multigroup,0.7472849640544537,0.7102091350368621,0.7935547827822237,0.6843096549432522,0.9943010293981895,0.9633145186665143,0.9629060739218601,0.995891902193257,0.8998864077011239,0.9176896214032138
