,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Rf Model 25 Multigroup,0.7448121144139092,0.7105690661354963,0.7967389528146795,0.687969090839164,0.9942413135982724,0.9564289190094593,0.9612807830579883,0.9960277070794302,0.8990316182982117,0.9116090163039209
