,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Knn Model 25 Binary,0.9723142813440065,0.9470119256091322,0.9593372124938446,0.935674341046305,0.9741544907910547,0.9741544907910547
