,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Rf Model 25 Multiclass,0.6329220415030847,0.5509577796662395,0.5419151224785057,0.5769258413921785,0.9755885426726768,0.9980186111947232,0.9281948444176724,0.7646424116511069,0.7707048969652547,0.9960277070794302,0.6312122331691298,1.0,0.8204332357824446,0.8090498525260089,0.7644482654315344,0.7120143326025424,0.9736370013413971,0.8209990618421684,0.9642735602855199
