,precision,recall,f1-score,support
0,0.9991906110886281,0.7893222506393862,0.8819432041435972,6256.0
1,0.961556411153891,0.9998786775856839,0.9803431766140304,32970.0
accuracy,0.9662978636618569,0.9662978636618569,0.9662978636618569,0.9662978636618569
macro avg,0.9803735111212595,0.8946004641125351,0.9311431903788138,39226.0
weighted avg,0.9675585412408668,0.9662978636618569,0.9646497531761312,39226.0
