,precision,recall,f1-score,support
0,0.8756394425824661,0.7934782608695652,0.8325366876310272,6256.0
1,0.9614983460976846,0.978616924476797,0.9699821125257415,32970.0
accuracy,0.9490898893590985,0.9490898893590985,0.9490898893590985,0.9490898893590985
macro avg,0.9185688943400754,0.8860475926731811,0.9012594000783843,39226.0
weighted avg,0.9478050482750361,0.9490898893590985,0.9480614839084639,39226.0
