,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Lr Model 11 Multigroup,0.6435782389231632,0.6110268058570266,0.7275793922294351,0.5795330217391256,0.8647350493783779,0.8835163372447201,0.8738010355616364,0.9636382417270922,0.835462498323442,0.8416855766847128
