,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Xgb Model 25 Multigroup,0.7481007495028807,0.7119490878758374,0.7957561783335851,0.6877722488974555,0.9944047793584341,0.9633501511109697,0.963657215184167,0.9958919021932569,0.9005098499460298,0.9175854662310512
