,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Rf Model 25 Binary,0.9639779737928925,0.9325180022191928,0.9344785614238964,0.9305857714174011,0.9751044238659184,0.9751046153714877
