,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Lr Model 25 Binary,0.949344822311732,0.9014824234169503,0.9201473662568733,0.8852278761130594,0.9437968558373225,0.9437968558373225
