,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Rf Model 11 Binary,0.9637740274307857,0.9321005076253372,0.934289924133368,0.9299463852281428,0.9720187334141631,0.9720189515850649
