,precision,recall,f1-score,support
0,0.9491554636332299,0.8802749360613811,0.9134184773594294,6256.0
1,0.9775909526089038,0.9910524719441917,0.9842756875621291,32970.0
accuracy,0.9733849997450671,0.9733849997450671,0.9733849997450671,0.9733849997450671
macro avg,0.9633732081210669,0.9356637040027864,0.9488470824607793,39226.0
weighted avg,0.9730558886454148,0.9733849997450671,0.9729749506267269,39226.0
