,precision,recall,f1-score,support
0,0.9572458791208791,0.8911445012787724,0.9230132450331127,6256.0
1,0.9796119992814801,0.9924476797088262,0.9859880672572771,32970.0
accuracy,0.9762912354050884,0.9762912354050884,0.9762912354050884,0.9762912354050884
macro avg,0.9684289392011796,0.9417960904937993,0.9545006561451949,39226.0
weighted avg,0.9760449150076638,0.9762912354050884,0.9759444612858711,39226.0
