,precision,recall,f1-score,support
0,0.7699420369859232,0.8917838874680307,0.8263960894682268,6256.0
1,0.9608269858541894,0.9966139954853274,0.978393351800554,3544.0
2,1.0,0.9938162544169611,0.9968985378821444,3396.0
3,0.27191194455768447,0.2538051750380518,0.2625467427671718,2628.0
4,0.4042236763831053,0.5167300380228137,0.4536048064085447,2630.0
5,0.2526445698166432,0.5496739547372459,0.34617707452590896,2607.0
6,0.0,0.0,0.0,2528.0
7,0.7228915662650602,0.7428115015974441,0.7327161709671065,2504.0
8,0.24454865181711605,0.42209631728045327,0.3096793349168646,2471.0
9,0.6089680184635674,0.7071209800918836,0.654384410983171,2612.0
10,0.7812619502868069,0.8247880500605571,0.8024351924587588,2477.0
11,0.09142857142857143,0.012835940633774568,0.02251143158635244,2493.0
12,0.7875243664717348,0.16102032682343564,0.26737260092653875,2509.0
13,1.0,0.2834890965732087,0.44174757281553395,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.5931015143017386,0.5931015143017386,0.5931015143017386,0.5931015143017386
macro avg,0.5264114892220269,0.4904390345486125,0.4729908878337918,39226.0
weighted avg,0.57409131835141,0.5931015143017386,0.5601857780734881,39226.0
