,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Dt Model 11 Binary,0.9633406414113088,0.9314536243513448,0.9325805535704051,0.9303361548163991,0.9249480922942426,0.9249480922942426
