,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Dt Model 11 Binary,0.9762147555192984,0.9543446089101524,0.9683739340250106,0.9415563206728275,0.9934225521418758,0.9934225521418759
