,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Knn Model 25 Binary,0.9733849997450671,0.9488470824607793,0.9633732081210669,0.9356637040027864,0.9786295347549157,0.9786295347549155
