,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Rf Model 25 Multigroup,0.7125885892010402,0.6768137531911497,0.7583818516218251,0.6496707655610364,0.9753663428816557,0.9330234284229767,0.9281500275921718,0.9960277070794302,0.8525732223100417,0.871132182539342
