,precision,recall,f1-score,support
0,0.8875482625482626,0.8818734015345269,0.8847017318794098,6256.0
1,0.9776128445925477,0.9787989080982712,0.9782055168232798,32970.0
accuracy,0.9633406414113088,0.9633406414113088,0.9633406414113088,0.9633406414113088
macro avg,0.9325805535704051,0.9303361548163991,0.9314536243513448,39226.0
weighted avg,0.963248799691996,0.9633406414113088,0.9632929670193525,39226.0
