,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Rf Model 25 Multiclass,0.6569622189364197,0.5625006230762105,0.7116518912491078,0.5917537510160017,0.9941221268346718,0.9980943760744363,0.9705298048421158,0.8758188951441735,0.8957442723313485,0.9960277070794301,0.9201409585385879,1.0,0.900944685285678,0.9090192179577065,0.8962809461694492,0.8434339366612604,0.9898378595554231,0.9080580936661492,0.9840726954793735
