,precision,recall,f1-score,support
0,0.9405839166808947,0.8805946291560103,0.9096012548501611,6256.0
1,0.9776139530702149,0.989444949954504,0.9834938723827613,32970.0
accuracy,0.9720848416866364,0.9720848416866364,0.9720848416866364,0.9720848416866364
macro avg,0.9590989348755548,0.9350197895552572,0.9465475636164612,39226.0
weighted avg,0.9717081786437736,0.9720848416866364,0.9717090303064867,39226.0
