,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Xgb Model 25 Binary,0.976112782338245,0.9541488730426717,0.9681722065982806,0.9413661435219338,0.9942867125387955,0.9942867125387956
