,precision,recall,f1-score,support
0,0.8652703505644682,0.9311061381074168,0.8969818293809669,6256.0
1,0.9607949904710046,0.9957674943566591,0.9779686850491894,3544.0
2,1.0,0.9991166077738516,0.9995581087052585,3396.0
3,0.6821862348178138,0.384703196347032,0.491970802919708,2628.0
4,0.48191624365482233,0.5775665399239543,0.5254237288135594,2630.0
5,0.2840965041851305,0.4426543920214806,0.34607887239466184,2607.0
6,0.5473684210526316,0.1439873417721519,0.2279987472596304,2528.0
7,0.7150879820292025,0.762779552715655,0.7381642512077294,2504.0
8,0.5411377527033381,0.4658033184945366,0.5006524575902567,2471.0
9,0.6262437810945274,0.7710566615620215,0.69114619080302,2612.0
10,0.9966523194643712,0.8413403310456197,0.9124343257443083,2477.0
11,0.33290653008962867,0.3128760529482551,0.3225806451612903,2493.0
12,0.3136557610241821,0.3515344758868075,0.33151663221199024,2509.0
13,0.39776951672862454,1.0,0.5691489361702128,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6612195992453984,0.6612195992453984,0.6612195992453984,0.6612195992453984
macro avg,0.5830057591919829,0.5986861401970295,0.5687749475607854,39226.0
weighted avg,0.6724002295508558,0.6612195992453984,0.6524964457741302,39226.0
