,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Dt Model 35 Binary,0.9635445877734156,0.9318704020897755,0.9327713146698751,0.9309755410056573,0.9310106834896794,0.9310106834896794
