,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Knn Model 35 Binary,0.9722887880487432,0.9469595569243487,0.9593175113548567,0.9355944177726476,0.9741730668312742,0.9741730668312741
