,precision,recall,f1-score,support
0,0.9574468085106383,0.8919437340153452,0.9235352532274081,6256.0
1,0.9797592670219774,0.9924780103124052,0.9860776277724204,32970.0
accuracy,0.9764441951766686,0.9764441951766686,0.9764441951766686,0.9764441951766686
macro avg,0.9686030377663079,0.9422108721638752,0.9548064404999143,39226.0
weighted avg,0.9762007410329157,0.9764441951766686,0.9761029911754286,39226.0
