,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Dt Model 35 Multigroup,0.7477693366644572,0.709785076431321,0.7955313421001416,0.6877607847297722,0.9937935469119799,0.962222571763069,0.9626895891937668,0.9960277070794303,0.8996390583554355,0.9165801980649788
