,precision,recall,f1-score,support
0,0.8912445379511248,0.8802749360613811,0.8857257740249297,6256.0
1,0.977335310315611,0.9796178343949045,0.9784752412257449,32970.0
accuracy,0.9637740274307857,0.9637740274307857,0.9637740274307857,0.9637740274307857
macro avg,0.934289924133368,0.9299463852281428,0.9321005076253372,39226.0
weighted avg,0.9636050326448766,0.9637740274307857,0.9636829945830002,39226.0
