,precision,recall,f1-score,support
0,0.8492498557414887,0.9410166240409207,0.8927813163481954,6256.0
1,0.9607949904710046,0.9957674943566591,0.9779686850491894,3544.0
2,1.0,0.9997055359246172,0.9998527462818436,3396.0
3,0.8502581755593803,0.3759512937595129,0.5213720316622692,2628.0
4,0.47750229568411384,0.5931558935361216,0.5290825843649313,2630.0
5,0.26952436876101,0.5281933256616801,0.35692068429237955,2607.0
6,0.7844611528822055,0.1238132911392405,0.21387085753331053,2528.0
7,0.7453798767967146,0.7248402555910544,0.7349665924276169,2504.0
8,0.6614321608040201,0.4261432618373128,0.5183362047747969,2471.0
9,0.6121089223638471,0.80895865237366,0.6968997361477572,2612.0
10,0.99856184084372,0.8409366168752523,0.9129958360727591,2477.0
11,0.3403826787512588,0.2711592458884878,0.30185309220808215,2493.0
12,0.29287419024889194,0.342367477082503,0.3156927600147005,2509.0
13,0.3987577639751553,1.0,0.5701598579040852,321.0
14,0.0,0.0,0.0,250.0
accuracy,0.6620353846938255,0.6620353846938255,0.6620353846938255,0.6620353846938255
macro avg,0.6160858848588541,0.5981339312044682,0.5695168656721278,39226.0
weighted avg,0.7029657563896595,0.6620353846938255,0.6528844038008137,39226.0
