,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Lr Model 11 Binary,0.9662978636618569,0.9311431903788138,0.9803735111212595,0.8946004641125351,0.8518267134463866,0.8518267134463867
