,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Knn Model 35 Binary,0.9733595064498037,0.9487946099939237,0.9633542020777115,0.9355837807291291,0.9786786547213735,0.9786786547213734
