,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Lr Model 25 Binary,0.9490134094733085,0.9011314797166943,0.918335604195851,0.8860020967678126,0.9493063837969415,0.9493063837969417
