,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Dt Model 11 Multigroup,0.7317085606485494,0.6970228276095711,0.781669769010076,0.6715751551242345,0.9933352134816817,0.9461381400217224,0.9464404556480928,0.9636382417270922,0.8924974670325063,0.9025177116796266
