,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Lr Model 11 Binary,0.9664253301381737,0.9314393346481131,0.9803566498186984,0.8950648384526894,0.8492611157589592,0.8492611157589594
