,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Xgb Model 11 Multigroup,0.733595064498037,0.7000967482452799,0.7825151663366451,0.674312039966193,0.9936516291645432,0.9468876033586442,0.9471454169654661,0.9635109246463047,0.8944661261110796,0.9039731694746679
