,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Knn Model 25 Multigroup,0.730127976342222,0.7036773366404517,0.6836441942085866,0.7678779837559899,0.9786234283937891,0.9406537313750435,0.936375496577425,0.9960192192740444,0.8666489573576922,0.886610278412934
