,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Rf Model 25 Binary,0.9764187018814052,0.954760591764408,0.9685206068555225,0.9421957068620856,0.9941861139360202,0.9941861139360204
