,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Knn Model 25 Binary,0.9733340131545404,0.9487421302751946,0.9633351953981724,0.9355038574554717,0.9786157487780491,0.978615748778049
