,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Dt Model 11 Multiclass,0.6569367256411563,0.5644503021814167,0.655107094024351,0.554011035461217,0.9929934075541045,0.9981081475531984,0.9703053226696134,0.8704082426356372,0.8896855162686762,0.9925307312604671,0.8349666974548439,0.9999859712482089,0.9186816741406052,0.9183656808469167,0.8882697208222347,0.8393632333721494,0.9885623610033979,0.9207874271766063,0.9801373791445893
