,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Lr Model 25 Multiclass,0.6286136746035793,0.5208279740315387,0.6340277499219854,0.5258327246328661,0.9895643888267021,0.9980199318016444,0.9699627605014598,0.8677081552354979,0.8940580476181653,0.996036194884816,0.908736709770115,1.0,0.8801788143225133,0.9086241167041463,0.8946679171258235,0.8410616076239108,0.9897332233134789,0.8957990172052125,0.9804220425144702
