,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Dt Model 25 Binary,0.9763932085861419,0.9547208771901201,0.9683741896333036,0.942245299532164,0.993332774815825,0.993332774815825
