,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Rf Model 25 Multigroup,0.7440473155560088,0.7097733580106822,0.7937920669104178,0.687691276119096,0.9941238722018856,0.9590407102332708,0.9609094891153318,0.9960277070794302,0.8990043291124511,0.9117787628990368
