,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_10,roc_auc_class_11,roc_auc_class_12,roc_auc_class_13,roc_auc_class_14,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5,roc_auc_class_6,roc_auc_class_7,roc_auc_class_8,roc_auc_class_9
Knn Model 11 Multiclass,0.6188497425177178,0.5223105153436507,0.5566884913051687,0.5173028398589908,0.9740538994606427,0.998043777850572,0.921388120678953,0.7511491436086923,0.7400219736768534,0.6697819314641744,0.5682067939244663,0.9999859548114757,0.8163873390790874,0.7979130830230569,0.7500564836180538,0.7049838743238517,0.9712454191261413,0.7871854004341808,0.9616994606034847
