,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Knn Model 11 Binary,0.9731300667924336,0.9483290522294672,0.9631198900133754,0.9349292292380813,0.9779281177300608,0.9779281177300607
