,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1,roc_auc_class_2,roc_auc_class_3,roc_auc_class_4,roc_auc_class_5
Lr Model 25 Multigroup,0.7134553612399939,0.6724176136785686,0.8138941509715747,0.6600181243774143,0.9584087841035056,0.9503996296922269,0.9314104975211704,0.9953996094808787,0.8828761879912946,0.9014911090489458
