,accuracy,f1_score_macro,precision_macro,recall_macro,roc_auc_class_0,roc_auc_class_1
Xgb Model 25 Binary,0.9764441951766686,0.9548064404999143,0.9686030377663079,0.9422108721638752,0.9943621148265455,0.9943621148265455
